objectId,CV_probability_RS_12,CV_probability_RS_24,CV_probability_RS_32,CV_probability_RS_42,CV_probability_RS_58,CV_probability_RS_12_1,finkclass,number_of_files,common_in_files
ZTF18acnnqbn,,,0.99427974,0.9637139,0.999022,0.9681648,,4,"RS_32, RS_42, RS_58, RS_12_1"
ZTF18adivvjf,,,0.92639613,0.9708618,0.9014152,0.94766015,,4,"RS_32, RS_42, RS_58, RS_12_1"
ZTF18acrygqz,0.9181194,,,0.9760667,0.9463998,0.9465079,CataclyV*,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF19aaeshrz,,0.931616,0.92723745,0.9925296,0.9889452,,,4,"RS_24, RS_32, RS_42, RS_58"
ZTF18adjevfj,0.93032277,0.9239632,0.94876844,,0.96589303,,Unknown,4,"RS_12, RS_24, RS_32, RS_58"
ZTF18aagsgkv,,0.9539931,0.9370143,,0.98257,0.9805424,,4,"RS_24, RS_32, RS_58, RS_12_1"
ZTF20acilkrb,0.965461,0.9136242,,,0.9940432,0.9836512,CataclyV*,4,"RS_12, RS_24, RS_58, RS_12_1"
ZTF17aaapome,0.9666536,0.9895461,,,0.98887724,0.97638047,CataclyV*,4,"RS_12, RS_24, RS_58, RS_12_1"
ZTF18acppfsr,0.9947237,,0.97373104,,0.9841554,0.98830044,CataclyV*,4,"RS_12, RS_32, RS_58, RS_12_1"
ZTF17aaahrrt,0.9907669,,,0.9151525,0.9402134,0.9276912,CataclyV*,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF18acrvbvi,0.9504839,,0.98112535,,0.9797147,0.95799834,CataclyV*,4,"RS_12, RS_32, RS_58, RS_12_1"
ZTF18adjodwh,0.98568195,,,0.98585343,0.9961888,0.98901075,CataclyV*,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF18acruysu,0.97868997,0.9622208,0.9704462,,,0.9565224,CataclyV*,4,"RS_12, RS_24, RS_32, RS_12_1"
ZTF18aabezwv,0.98020536,,0.95699614,,0.9871727,0.97705257,CataclyV*,4,"RS_12, RS_32, RS_58, RS_12_1"
ZTF18aboacjl,,0.9310953,0.94273204,,0.97943753,0.9745375,,4,"RS_24, RS_32, RS_58, RS_12_1"
ZTF22absafly,0.9964707,,0.9935714,0.944692,,0.9121909,Unknown,4,"RS_12, RS_32, RS_42, RS_12_1"
ZTF18abrfttz,,0.91553164,0.9908285,,0.988226,0.9476659,,4,"RS_24, RS_32, RS_58, RS_12_1"
ZTF18abnzlcm,,0.9203614,0.9233311,,0.9692273,0.93749535,,4,"RS_24, RS_32, RS_58, RS_12_1"
ZTF18acrudno,,,0.90934396,0.9555527,0.99916255,0.96795046,,4,"RS_32, RS_42, RS_58, RS_12_1"
ZTF18acruloc,0.9952697,,0.92821044,0.91793853,,0.945522,Unknown,4,"RS_12, RS_32, RS_42, RS_12_1"
ZTF18acrkdsi,0.9871019,,0.95224357,,0.998749,0.9969229,CataclyV*,4,"RS_12, RS_32, RS_58, RS_12_1"
ZTF18achnnpz,0.96854794,,0.97265786,0.9366686,,0.9319117,CataclyV*,4,"RS_12, RS_32, RS_42, RS_12_1"
ZTF19aacitsy,,0.9767333,0.9716391,0.9392416,0.9576931,,,4,"RS_24, RS_32, RS_42, RS_58"
ZTF18abvdydv,,0.95956254,0.9585653,,0.9971252,0.9977324,,4,"RS_24, RS_32, RS_58, RS_12_1"
ZTF17aadihfl,0.994356,,0.9828235,0.98483676,0.9881693,,CataclyV*,4,"RS_12, RS_32, RS_42, RS_58"
ZTF17aaajtfx,0.9978058,0.96720046,0.9657727,,,0.9895559,CataclyV*,4,"RS_12, RS_24, RS_32, RS_12_1"
ZTF18aabipud,0.96616894,0.9524311,,0.9555872,,0.98270214,CataclyV*,4,"RS_12, RS_24, RS_42, RS_12_1"
ZTF21aaedyks,0.93807447,,,0.906025,0.9269229,0.9628184,Unknown,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF18abumrmx,0.95645535,,0.9540123,,0.9985154,0.99555224,CataclyV*,4,"RS_12, RS_32, RS_58, RS_12_1"
ZTF18aabpugb,0.9232891,,0.9045119,,0.9968041,0.99373734,CataclyV*,4,"RS_12, RS_32, RS_58, RS_12_1"
ZTF18aabitjt,0.9697546,,0.9593906,,0.9769487,0.9601695,CataclyV*,4,"RS_12, RS_32, RS_58, RS_12_1"
ZTF18adnxoty,0.97868484,,,0.92835045,0.9765204,0.9918915,CataclyV*,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF19aaciqvu,0.90880674,0.9585288,0.9029119,0.9488465,,,CataclyV*,4,"RS_12, RS_24, RS_32, RS_42"
ZTF18abvllnd,0.9556366,,0.94793373,,0.96810526,0.9833613,CataclyV*,4,"RS_12, RS_32, RS_58, RS_12_1"
ZTF18abwbjjy,0.9584922,0.9733374,0.98901165,,,0.9829148,CataclyV*,4,"RS_12, RS_24, RS_32, RS_12_1"
ZTF18acaktuk,,,0.9495301,0.96960515,0.96967363,0.9688712,,4,"RS_32, RS_42, RS_58, RS_12_1"
ZTF18aabjjas,0.97796965,0.9439675,,,0.982477,0.98730487,CataclyV*,4,"RS_12, RS_24, RS_58, RS_12_1"
ZTF18admrbvk,,0.9310953,0.94273204,,0.97943753,0.9745375,,4,"RS_24, RS_32, RS_58, RS_12_1"
ZTF18abyooxl,0.97868484,,,0.92835045,0.9765204,0.9918915,CataclyV*,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF21aaqetxp,,,0.9145179,0.94692695,0.969106,0.9404542,,4,"RS_32, RS_42, RS_58, RS_12_1"
ZTF18aabuaxp,0.977961,,0.9003934,0.90466946,,0.9469605,CataclyV*,4,"RS_12, RS_32, RS_42, RS_12_1"
ZTF21abvawqk,,,0.9775034,0.93677884,0.9457284,0.90982884,,4,"RS_32, RS_42, RS_58, RS_12_1"
ZTF18aabhpad,0.9856383,0.97171164,,,0.9050134,0.977279,CataclyV*,4,"RS_12, RS_24, RS_58, RS_12_1"
ZTF18aabgsjq,0.95305496,0.93764067,,,0.900904,0.916165,CataclyV*,4,"RS_12, RS_24, RS_58, RS_12_1"
ZTF18absgnqy,0.99022686,0.9790325,0.9613937,,,0.99053264,CataclyV*,4,"RS_12, RS_24, RS_32, RS_12_1"
ZTF18absgzlq,0.9898245,,0.9531073,0.9946464,0.94376934,,CataclyV*,4,"RS_12, RS_32, RS_42, RS_58"
ZTF18achzexf,0.9521686,0.94575214,,,0.9498655,0.98996955,CataclyV*,4,"RS_12, RS_24, RS_58, RS_12_1"
ZTF19aabyoce,0.986791,0.9036498,0.9476503,,0.97727203,,CataclyV*,4,"RS_12, RS_24, RS_32, RS_58"
ZTF17aaaiqdu,0.91732955,0.9044338,0.94179136,,,0.9142053,CataclyV*,4,"RS_12, RS_24, RS_32, RS_12_1"
ZTF17aaciptm,,0.9336938,0.9989716,0.95859575,0.97711337,,,4,"RS_24, RS_32, RS_42, RS_58"
ZTF17aaatvny,0.98451626,,0.9364471,,0.9352437,0.9444877,CataclyV*,4,"RS_12, RS_32, RS_58, RS_12_1"
ZTF20acrprne,0.99494016,,,0.9908908,0.9887453,0.9916381,Unknown,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF18abtmeie,,,0.977522,0.96521574,0.9994869,0.975328,,4,"RS_32, RS_42, RS_58, RS_12_1"
ZTF19aaailog,0.94464415,0.9058383,,,0.9139327,0.9816419,Unknown,4,"RS_12, RS_24, RS_58, RS_12_1"
ZTF18acewadh,,0.9537454,,0.9043763,0.9494586,0.9398669,,4,"RS_24, RS_42, RS_58, RS_12_1"
ZTF18acecejd,0.9704015,,0.95390224,,0.983669,0.97289264,Unknown,4,"RS_12, RS_32, RS_58, RS_12_1"
ZTF17aacqong,,0.9628174,0.968458,0.9696307,,0.99151915,,4,"RS_24, RS_32, RS_42, RS_12_1"
ZTF20adbxfwr,0.98009676,0.96051896,0.98720443,0.99459994,,,CataclyV*,4,"RS_12, RS_24, RS_32, RS_42"
ZTF17aacwmyu,0.92202514,0.9790021,0.9446905,,,0.95626825,CataclyV*,4,"RS_12, RS_24, RS_32, RS_12_1"
ZTF18actaaed,0.9125042,,0.9565819,,0.9880782,0.995321,CataclyV*,4,"RS_12, RS_32, RS_58, RS_12_1"
ZTF18aaaamoh,0.9518958,,,0.9429983,0.9295055,0.97353995,CataclyV*,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF17aadfmzh,0.96798074,0.95228285,0.9184206,,,0.9467763,CataclyV*,4,"RS_12, RS_24, RS_32, RS_12_1"
ZTF18aauhben,,,0.99516183,0.9591825,0.99458647,0.9853478,,4,"RS_32, RS_42, RS_58, RS_12_1"
ZTF18abbkjbx,0.9566291,,,0.938856,0.9965346,0.9963716,CataclyV*,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF18acywwfg,0.9566861,,0.93108225,,0.9868645,0.99436,CataclyV*,4,"RS_12, RS_32, RS_58, RS_12_1"
ZTF18abbuvrd,0.90044135,0.90365154,0.9742089,,,0.9250741,CataclyV*,4,"RS_12, RS_24, RS_32, RS_12_1"
ZTF18aakgtsi,,,0.92639613,0.9708618,0.9014152,0.94766015,,4,"RS_32, RS_42, RS_58, RS_12_1"
ZTF20aaulboz,0.98009676,0.96051896,0.98720443,0.99459994,,,CataclyV*,4,"RS_12, RS_24, RS_32, RS_42"
ZTF19aaoigbf,0.9091636,,0.95384145,,0.9640145,0.98510796,Unknown,4,"RS_12, RS_32, RS_58, RS_12_1"
ZTF18acvwabh,,0.96513766,0.9891747,0.9583966,0.95149755,,,4,"RS_24, RS_32, RS_42, RS_58"
ZTF23abupmxg,0.96623504,,0.9901087,,0.9627053,0.96383744,CataclyV*,4,"RS_12, RS_32, RS_58, RS_12_1"
ZTF18aatczka,,0.9443343,0.95516354,,0.97032756,0.9412376,,4,"RS_24, RS_32, RS_58, RS_12_1"
ZTF18aasyauw,0.98568195,,,0.98585343,0.9961888,0.98901075,CataclyV*,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF24aayrves,,,0.978966,0.9630554,0.98946744,0.9181081,,4,"RS_32, RS_42, RS_58, RS_12_1"
ZTF17aaarxou,0.96648806,0.9576583,0.9644059,0.92516196,,,CataclyV*,4,"RS_12, RS_24, RS_32, RS_42"
ZTF17aaabwtm,0.9448198,0.9822312,,0.92114866,,0.9333281,CataclyV*,4,"RS_12, RS_24, RS_42, RS_12_1"
ZTF18aaacxft,0.99509627,,0.9196176,,0.9829044,0.9544908,CataclyV*,4,"RS_12, RS_32, RS_58, RS_12_1"
ZTF19acbmqhh,,0.90756524,0.98485225,0.9886673,,0.9606312,,4,"RS_24, RS_32, RS_42, RS_12_1"
ZTF18abaxueg,0.9899268,,0.95639986,,0.96557415,0.9948336,CataclyV*,4,"RS_12, RS_32, RS_58, RS_12_1"
ZTF18ablmdrf,,0.93662256,0.9290471,,0.9939785,0.97052413,,4,"RS_24, RS_32, RS_58, RS_12_1"
ZTF17aabrukj,,0.99001175,,0.9492997,0.9842332,0.97735935,,4,"RS_24, RS_42, RS_58, RS_12_1"
ZTF18adatlhb,0.9610974,,,0.98221785,0.9957247,0.99808216,Unknown,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF19aartouv,0.94425285,,,0.9436114,0.9549401,0.9887643,Unknown,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF25aadfalg,,0.96059036,0.97164243,0.96318763,,0.954428,,4,"RS_24, RS_32, RS_42, RS_12_1"
ZTF18adaiwkf,0.9487512,,0.99574274,,0.9626965,0.9082755,Unknown,4,"RS_12, RS_32, RS_58, RS_12_1"
ZTF17aabhioj,0.97994286,,,0.9070119,0.9967462,0.9906427,CataclyV*,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF18abaelhm,0.99090064,,0.9983948,0.9481446,,0.97719735,CataclyV*,4,"RS_12, RS_32, RS_42, RS_12_1"
ZTF18aazxcdt,,,0.9563294,0.9792102,0.99786264,0.98691934,,4,"RS_32, RS_42, RS_58, RS_12_1"
ZTF18aaxcnxg,0.9014448,,,0.95529145,0.9912965,0.95710945,CataclyV*,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF19accsxgq,,,0.9921164,0.9817063,0.9988269,0.9933761,,4,"RS_32, RS_42, RS_58, RS_12_1"
ZTF24acaexwb,0.97067326,,,0.9893652,0.978624,0.99080676,Unknown,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF17aabcojf,0.9826565,,0.9814751,0.94835556,,0.95407206,CataclyV*,4,"RS_12, RS_32, RS_42, RS_12_1"
ZTF18acwuiqa,0.9138437,,0.92211235,0.98334575,,0.9699191,CataclyV*,4,"RS_12, RS_32, RS_42, RS_12_1"
ZTF18aaylato,0.9956469,,,0.989303,0.90941936,0.941342,CataclyV*,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF20aazokle,0.98823357,0.9440562,,,0.9631719,0.9874341,Unknown,4,"RS_12, RS_24, RS_58, RS_12_1"
ZTF18acvdpit,0.98560625,,,0.9924839,0.9910697,0.94368094,Unknown,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF18aaawdai,0.9232891,,0.9045119,,0.9968041,0.99373734,CataclyV*,4,"RS_12, RS_32, RS_58, RS_12_1"
ZTF18acurilz,,0.96059036,0.97164243,0.96318763,,0.954428,,4,"RS_24, RS_32, RS_42, RS_12_1"
ZTF20aaebjnh,0.9794596,,0.9544506,,0.95937014,0.9542634,Unknown,4,"RS_12, RS_32, RS_58, RS_12_1"
ZTF18aaojabr,,,0.96898246,0.9096336,0.98046726,0.97119606,,4,"RS_32, RS_42, RS_58, RS_12_1"
ZTF18aabbkmg,0.9341194,0.9350771,0.9508029,,,0.92074513,CataclyV*,4,"RS_12, RS_24, RS_32, RS_12_1"
ZTF18acuajfg,,,0.9758851,0.957497,0.9518169,0.9118463,,4,"RS_32, RS_42, RS_58, RS_12_1"
ZTF20abeyqrp,0.96411973,,,0.99013585,0.9628533,0.9773144,Unknown,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF18aaaatwt,0.9805197,0.9628103,0.9776144,,,0.9948388,CataclyV*,4,"RS_12, RS_24, RS_32, RS_12_1"
ZTF18aaabbbv,0.9537523,0.9627859,,0.9193044,0.9412922,,CataclyV*,4,"RS_12, RS_24, RS_42, RS_58"
ZTF19aakprrp,0.96157694,,,0.99015594,0.9781091,0.9885464,Unknown,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF18aaabcav,0.97490215,0.96669155,,,0.9140817,0.9793062,CataclyV*,4,"RS_12, RS_24, RS_58, RS_12_1"
ZTF18abgzaai,0.9892737,0.93946236,0.9871705,,,0.94151706,Unknown,4,"RS_12, RS_24, RS_32, RS_12_1"
ZTF17aabgmof,0.94051063,0.9333059,,,0.9911192,0.99540186,CataclyV*,4,"RS_12, RS_24, RS_58, RS_12_1"
ZTF18abgkjbb,,,0.9823216,0.9671755,0.98994666,0.9878762,,4,"RS_32, RS_42, RS_58, RS_12_1"
ZTF18adbhptr,,0.98244286,0.9627247,,0.998485,0.9967049,,4,"RS_24, RS_32, RS_58, RS_12_1"
ZTF17aabcpit,0.9826565,,0.9814751,0.94835556,,0.95407206,CataclyV*,4,"RS_12, RS_32, RS_42, RS_12_1"
ZTF18aaawtyh,,0.90745336,0.98575497,,0.9845174,0.993379,,4,"RS_24, RS_32, RS_58, RS_12_1"
ZTF18aczclsc,0.9739083,,,0.92298347,0.9479463,0.942493,CataclyV*,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF20aazravt,0.94032645,,,0.97626346,0.9060729,0.9761431,Unknown,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF19abfjxjp,0.9627124,0.96694815,,0.95922846,,0.9717927,Unknown,4,"RS_12, RS_24, RS_42, RS_12_1"
ZTF18aaqphdi,0.97947836,,0.9927666,,0.9798672,0.9893588,CataclyV*,4,"RS_12, RS_32, RS_58, RS_12_1"
ZTF18aaawncb,0.9856383,0.97171164,,,0.9050134,0.977279,CataclyV*,4,"RS_12, RS_24, RS_58, RS_12_1"
ZTF19abkffyd,0.9683584,,,0.9508308,0.9286823,0.98173606,Unknown,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF18aaigpfi,,,0.99740285,0.9615375,0.99840575,0.980756,,4,"RS_32, RS_42, RS_58, RS_12_1"
ZTF17aabunmx,,0.9851938,0.95750624,,0.99227494,0.9893665,,4,"RS_24, RS_32, RS_58, RS_12_1"
ZTF17aaaxhyd,0.9744855,,0.9713696,0.935727,,0.9866477,Unknown,4,"RS_12, RS_32, RS_42, RS_12_1"
ZTF18admoxby,0.9782159,0.9258527,,,,0.9677596,CataclyV*,3,"RS_12, RS_24, RS_12_1"
ZTF18abzukky,,,0.94686764,,0.9831904,0.95933855,,3,"RS_32, RS_58, RS_12_1"
ZTF18aaadqso,0.9286144,,,,0.9897272,0.98798406,CataclyV*,3,"RS_12, RS_58, RS_12_1"
ZTF18accnopc,0.96844137,0.9350566,0.9717387,,,,CataclyV*,3,"RS_12, RS_24, RS_32"
ZTF18acyygqo,0.9316947,,,0.94545597,0.9174287,,CataclyV*,3,"RS_12, RS_42, RS_58"
ZTF17aaasaat,0.90409386,,,0.9021127,,0.9004485,CataclyV*,3,"RS_12, RS_42, RS_12_1"
ZTF18acclkfa,,,0.9775738,0.9741503,0.99131924,,,3,"RS_32, RS_42, RS_58"
ZTF18admsenf,,,0.9350267,,0.9825749,0.9758592,,3,"RS_32, RS_58, RS_12_1"
ZTF17aadgtbk,,,0.9660184,,0.9767273,0.9245257,,3,"RS_32, RS_58, RS_12_1"
ZTF17aadidew,,0.9806138,,,0.96683437,0.9792132,,3,"RS_24, RS_58, RS_12_1"
ZTF18acyerom,0.9555241,,,,0.98754334,0.9912089,CataclyV*,3,"RS_12, RS_58, RS_12_1"
ZTF18acbzgpn,,,0.9529527,0.9321997,0.96199566,,,3,"RS_32, RS_42, RS_58"
ZTF18aczdduq,0.9761766,,,0.9449852,,0.9142581,Unknown,3,"RS_12, RS_42, RS_12_1"
ZTF18acytaod,,0.96950233,,0.9181478,0.9683017,,,3,"RS_24, RS_42, RS_58"
ZTF18aabiwph,0.98150027,,0.9245319,,0.93873477,,CataclyV*,3,"RS_12, RS_32, RS_58"
ZTF18adacftp,0.9412168,0.94688064,,,,0.9729278,Unknown,3,"RS_12, RS_24, RS_12_1"
ZTF18actautk,0.98466253,,,,0.99580103,0.9975624,CataclyV*,3,"RS_12, RS_58, RS_12_1"
ZTF17aadmkrk,0.97793007,,0.9887038,,,0.9920197,CataclyV*,3,"RS_12, RS_32, RS_12_1"
ZTF18aaayomw,,,0.96341616,0.90816754,,0.94726634,,3,"RS_32, RS_42, RS_12_1"
ZTF18adjssyi,,,,0.9374446,0.94883955,0.96123487,,3,"RS_42, RS_58, RS_12_1"
ZTF17aaaqqng,,0.9213573,0.9509908,,,0.97600514,,3,"RS_24, RS_32, RS_12_1"
ZTF18aabfgws,,0.9773039,0.9691537,,,0.9208411,,3,"RS_24, RS_32, RS_12_1"
ZTF18acuwyti,0.9513246,0.9068424,,0.9776024,,,CataclyV*,3,"RS_12, RS_24, RS_42"
ZTF18acpoocp,0.9543483,,,0.9684581,0.9898964,,CataclyV*,3,"RS_12, RS_42, RS_58"
ZTF18acusxzs,,0.9016218,0.92926013,,,0.9048315,,3,"RS_24, RS_32, RS_12_1"
ZTF18acrtvan,,,0.9560491,,0.93310124,0.9578965,,3,"RS_32, RS_58, RS_12_1"
ZTF17aadrnho,0.9599676,,,,0.9956726,0.9882287,CataclyV*,3,"RS_12, RS_58, RS_12_1"
ZTF18aculosz,0.94048023,,0.9575172,,,0.9526438,CataclyV*,3,"RS_12, RS_32, RS_12_1"
ZTF18aaaypbc,0.98150027,,0.9245319,,0.93873477,,CataclyV*,3,"RS_12, RS_32, RS_58"
ZTF18acuexzs,0.9286238,,,0.9720891,0.961575,,CataclyV*,3,"RS_12, RS_42, RS_58"
ZTF18adnfjio,0.9985189,,0.94631934,,0.94549483,,CataclyV*,3,"RS_12, RS_32, RS_58"
ZTF18actztaf,0.92938596,0.91286325,,,,0.9650171,Unknown,3,"RS_12, RS_24, RS_12_1"
ZTF18aabefyl,,,0.91666526,,0.99663335,0.993785,,3,"RS_32, RS_58, RS_12_1"
ZTF18adbahiw,,0.97693074,,,0.9433065,0.96953815,,3,"RS_24, RS_58, RS_12_1"
ZTF18aabfvvr,,,0.9039352,,0.96736664,0.93611133,,3,"RS_32, RS_58, RS_12_1"
ZTF18aaacmkb,,,,0.93661827,0.96320444,0.91842437,,3,"RS_42, RS_58, RS_12_1"
ZTF18aaameuf,0.9698803,,0.9308141,0.95495564,,,CataclyV*,3,"RS_12, RS_32, RS_42"
ZTF18aaadvcv,,,0.96404284,0.98973244,0.9233076,,,3,"RS_32, RS_42, RS_58"
ZTF20aaqberk,0.94669676,,,0.95603234,,0.98215115,Unknown,3,"RS_12, RS_42, RS_12_1"
ZTF17aaasjcq,0.91759264,0.9596735,,0.90014386,,,CataclyV*,3,"RS_12, RS_24, RS_42"
ZTF18aabgnmu,0.919962,,0.95151114,,,0.9454973,CataclyV*,3,"RS_12, RS_32, RS_12_1"
ZTF18aceweue,,0.9389525,,,0.96409243,0.9568239,,3,"RS_24, RS_58, RS_12_1"
ZTF18admcqem,0.9949615,,0.9867383,,,0.98771137,CataclyV*,3,"RS_12, RS_32, RS_12_1"
ZTF18aabfwba,0.90812516,0.93212605,,,,0.90867907,CataclyV*,3,"RS_12, RS_24, RS_12_1"
ZTF18aaawczn,,0.9582956,0.9720028,,,0.9150078,,3,"RS_24, RS_32, RS_12_1"
ZTF20actnqzc,,0.9816243,0.9651433,0.9716673,,,,3,"RS_24, RS_32, RS_42"
ZTF17aadnnft,0.98831475,,0.9000028,0.9686781,,,CataclyV*_Candidate,3,"RS_12, RS_32, RS_42"
ZTF20aaimqhh,,,0.9422346,0.97883487,0.97971994,,,3,"RS_32, RS_42, RS_58"
ZTF18achtemt,0.94342864,,,0.9769793,,0.9747405,Unknown,3,"RS_12, RS_42, RS_12_1"
ZTF17aadpvbz,,,0.9492438,,0.98435783,0.9545677,,3,"RS_32, RS_58, RS_12_1"
ZTF18acvvypr,0.927864,,,,0.9936924,0.98866326,CataclyV*,3,"RS_12, RS_58, RS_12_1"
ZTF18aaaocpc,,,0.9252841,,0.96648896,0.92977214,,3,"RS_32, RS_58, RS_12_1"
ZTF17aadbpmi,,0.908234,,,0.991377,0.9901918,,3,"RS_24, RS_58, RS_12_1"
ZTF18abmsrqy,,,0.9238444,,0.9668928,0.94600844,,3,"RS_32, RS_58, RS_12_1"
ZTF19aacxymc,0.964732,,0.9827153,,,0.92871696,CataclyV*,3,"RS_12, RS_32, RS_12_1"
ZTF18abetdej,,0.92786574,0.93380016,,,0.9540406,,3,"RS_24, RS_32, RS_12_1"
ZTF18aaicnwh,,,0.9768336,,0.9966145,0.964258,,3,"RS_32, RS_58, RS_12_1"
ZTF18abgjgiq,0.9575015,,,0.93455034,,0.9871586,CataclyV*,3,"RS_12, RS_42, RS_12_1"
ZTF23abemsxc,0.92379904,,,0.95819014,,0.9904632,Unknown,3,"RS_12, RS_42, RS_12_1"
ZTF19aakvwdu,,,,0.956912,0.980806,0.9695058,,3,"RS_42, RS_58, RS_12_1"
ZTF19aakmorl,,,0.9877175,0.9039963,0.986129,,,3,"RS_32, RS_42, RS_58"
ZTF23aaxnczi,0.9637152,,,0.910667,,0.9263971,Unknown,3,"RS_12, RS_42, RS_12_1"
ZTF17aabuuug,0.91626036,,,0.95274615,,0.9500262,CataclyV*,3,"RS_12, RS_42, RS_12_1"
ZTF18abiycii,,,0.97221833,0.94798785,,0.92723304,,3,"RS_32, RS_42, RS_12_1"
ZTF17aabvszf,0.9808091,,0.98253644,,,0.9835593,CataclyV*,3,"RS_12, RS_32, RS_12_1"
ZTF23aajllxj,,,,0.9340553,0.96753824,0.9631738,,3,"RS_42, RS_58, RS_12_1"
ZTF18abkjgcu,0.9653086,,0.9764364,,0.90634507,,Unknown,3,"RS_12, RS_32, RS_58"
ZTF23aafiozm,0.95779103,0.9472323,,0.9919274,,,CataclyV*,3,"RS_12, RS_24, RS_42"
ZTF17aabwkuo,0.93389875,,0.91069394,,0.9470843,,CataclyV*,3,"RS_12, RS_32, RS_58"
ZTF18abmahbc,,0.9433371,0.96994656,,,0.95394415,,3,"RS_24, RS_32, RS_12_1"
ZTF18abmeeik,,,,0.98459226,0.96977377,0.918522,,3,"RS_42, RS_58, RS_12_1"
ZTF17aabxjdq,,,0.97371936,,0.99121606,0.96962154,,3,"RS_32, RS_58, RS_12_1"
ZTF18abmeytq,0.9949615,,0.9867383,,,0.98771137,CataclyV*,3,"RS_12, RS_32, RS_12_1"
ZTF18abmfybu,,0.98092824,0.9721071,,,0.94827485,,3,"RS_24, RS_32, RS_12_1"
ZTF18aahmxsl,0.9736206,,,0.9910432,,0.90192825,CataclyV*,3,"RS_12, RS_42, RS_12_1"
ZTF18abmolxg,0.9266783,,0.95278674,,,0.90810066,CataclyV*,3,"RS_12, RS_32, RS_12_1"
ZTF18abxvqlt,0.95137596,,,,0.9944582,0.99165887,CataclyV*,3,"RS_12, RS_58, RS_12_1"
ZTF18abnopiu,0.93384105,,,,0.97913307,0.9500186,CataclyV*,3,"RS_12, RS_58, RS_12_1"
ZTF18aagsgqc,,0.96882266,,,0.97107375,0.97005546,,3,"RS_24, RS_58, RS_12_1"
ZTF18abolziw,0.9308685,,,0.9549248,0.9344525,,CataclyV*,3,"RS_12, RS_42, RS_58"
ZTF17aaagyuc,0.9808091,,0.98253644,,,0.9835593,CataclyV*,3,"RS_12, RS_32, RS_12_1"
ZTF18aaixpsq,,,0.9428053,,0.9658382,0.9334788,,3,"RS_32, RS_58, RS_12_1"
ZTF17aabujji,,,0.9707968,,0.99434954,0.970144,,3,"RS_32, RS_58, RS_12_1"
ZTF18aazahsn,,,0.94686764,,0.98435783,0.9532159,,3,"RS_32, RS_58, RS_12_1"
ZTF17aaabfay,,,0.93232924,,0.9752925,0.99013036,,3,"RS_32, RS_58, RS_12_1"
ZTF19acajacs,,0.9053865,,0.94851243,,0.91448075,,3,"RS_24, RS_42, RS_12_1"
ZTF19abkpqht,0.95441824,0.92562324,0.93170285,,,,CataclyV*,3,"RS_12, RS_24, RS_32"
ZTF17aaabpmv,0.91759264,0.9596735,,0.90014386,,,CataclyV*,3,"RS_12, RS_24, RS_42"
ZTF18aaupmlp,,,0.9204605,0.9709138,0.9554626,,,3,"RS_32, RS_42, RS_58"
ZTF18aavjone,,,,0.9374446,0.94883955,0.96123487,,3,"RS_42, RS_58, RS_12_1"
ZTF18aakticr,,,0.91400003,,0.9232166,0.9097111,,3,"RS_32, RS_58, RS_12_1"
ZTF18aaylcic,0.9657031,,,0.9627414,,0.9580193,CataclyV*,3,"RS_12, RS_42, RS_12_1"
ZTF18aakpggd,0.9679602,,,0.96072173,,0.91145205,CataclyV*,3,"RS_12, RS_42, RS_12_1"
ZTF25aaatayf,,0.94526845,0.9140758,0.9203198,,,,3,"RS_24, RS_32, RS_42"
ZTF19aavdfsp,0.9231345,,0.9568864,0.9584369,,,CataclyV*,3,"RS_12, RS_32, RS_42"
ZTF19aasawoa,0.9184154,,,,0.9963875,0.99009776,CataclyV*,3,"RS_12, RS_58, RS_12_1"
ZTF17aabtrco,,,0.99528617,,0.9363053,0.9121016,,3,"RS_32, RS_58, RS_12_1"
ZTF18abaulyr,,,0.97771,,0.98224384,0.93349135,,3,"RS_32, RS_58, RS_12_1"
ZTF19aapcuzf,0.92424554,,,,0.942317,0.9068752,Unknown,3,"RS_12, RS_58, RS_12_1"
ZTF18abbxjwb,,,,0.9642843,0.9944681,0.94542944,,3,"RS_42, RS_58, RS_12_1"
