objectId,CV_probability_RS_12,CV_probability_RS_24,CV_probability_RS_32,CV_probability_RS_42,CV_probability_RS_58,CV_probability_RS_12_1,finkclass,number_of_files,common_in_files
ZTF17aabskxi,0.98551095,0.9633501,0.9937057,0.9792525,0.9960789,0.9891027,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF19aapwyle,0.9860308,0.99772185,0.9956065,0.99794596,0.998973,0.99904126,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF19aamkwxk,0.9798892,0.96641725,0.94484717,0.9875652,0.99835736,0.9982204,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF19aaxlgcg,0.99782276,0.9985845,0.9968972,0.96369904,0.9932126,0.99886405,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF18abmnwmk,0.9887694,0.9651559,0.9920006,0.98438257,0.9729944,0.9910749,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF18abpokwo,0.999418,0.9983719,0.99371654,0.99453664,0.997757,0.9994242,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aabqtgr,0.99711204,0.9789297,0.97867006,0.9831698,0.9365086,0.9903054,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF19aaqrodb,0.99334925,0.9482664,0.9710081,0.99823123,0.9939412,0.99699616,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF19aapzxlt,0.9946457,0.9956917,0.9930514,0.97963136,0.9957486,0.9981692,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF19aanjxoz,0.9931358,0.9938041,0.9601332,0.9749307,0.98261136,0.9862781,Unknown,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF19ablfrnj,0.9938811,0.96777356,0.98435956,0.99853146,0.9908937,0.9977774,Unknown,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF19aakuyyr,0.9923794,0.9114222,0.9960537,0.98065144,0.91138905,0.9878479,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aabskxk,0.98274565,0.969688,0.99310714,0.9672015,0.99842036,0.9903308,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF18abmouep,0.98794764,0.9437852,0.9878578,0.9966415,0.99389994,0.9930529,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF18abpnstw,0.9409273,0.9899115,0.9670864,0.97676796,0.99864227,0.98363334,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF19aamkgew,0.9846244,0.98085403,0.9866012,0.93976814,0.96868604,0.98088914,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF19aamoiiz,0.9846244,0.98085403,0.9866012,0.93976814,0.96868604,0.98088914,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aabtlxj,0.9675225,0.96463656,0.9254908,0.964054,0.997825,0.99565756,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aabuvjk,0.99400455,0.9364383,0.9933356,0.9884957,0.9889481,0.99664485,Unknown,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF18abmjvgf,0.99835664,0.99068135,0.9941247,0.9954743,0.9984301,0.9973979,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF19aboqsrp,0.9894679,0.93869734,0.98172814,0.9755609,0.98504204,0.99613094,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF19acecitx,0.9847209,0.9560479,0.9839855,0.97780997,0.99513113,0.97559845,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF19aaeroeh,0.99129725,0.95937806,0.98607814,0.96589714,0.9896808,0.99410015,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF19aaeskex,0.9951391,0.99699867,0.9960663,0.98641986,0.99806005,0.9930762,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF19acvekcm,0.974838,0.9466617,0.952302,0.9450287,0.9611649,0.9860735,Unknown,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF19acucdzz,0.9902919,0.98175186,0.9841876,0.9634566,0.9867176,0.9855481,Unknown,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aabwnkw,0.94559824,0.99321824,0.9986588,0.94988775,0.97531545,0.97693354,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF18abpopnp,0.98755044,0.9730517,0.91765374,0.9099355,0.9886253,0.98176825,Unknown,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF19aafmmeb,0.9934994,0.95647717,0.9527638,0.99500185,0.975042,0.9889803,Unknown,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF19acdtios,0.96733016,0.9231619,0.9728295,0.96643126,0.9691609,0.95303637,Unknown,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aabwdlv,0.93974864,0.9486805,0.94887227,0.93467706,0.99442965,0.99127483,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF18abfzjgt,0.9930006,0.99219984,0.9977192,0.9544464,0.99196965,0.9877978,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF19aagmvuk,0.9889985,0.9058348,0.96231216,0.9974968,0.99227613,0.99569356,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF18abnzljg,0.97602284,0.99656576,0.9982418,0.9954203,0.99961746,0.9907465,CataclyV*,6,"RS_12, RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF18aavvpmj,0.9429775,0.9627805,,0.9550269,0.9721086,0.9576594,CataclyV*,5,"RS_12, RS_24, RS_42, RS_58, RS_12_1"
ZTF18abspogs,0.9570882,0.9637234,0.98973805,,0.98082227,0.992295,CataclyV*,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF18abzyqas,0.972525,0.9288168,,0.9756174,0.92126703,0.9032742,CataclyV*,5,"RS_12, RS_24, RS_42, RS_58, RS_12_1"
ZTF18abrcwrj,0.99433845,,0.9358744,0.9632918,0.9069444,0.9552316,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18aaroihf,0.9176198,0.92748237,0.906755,,0.9905104,0.94603586,CataclyV*,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF18aborxlf,0.9694873,0.95965946,0.92963696,0.90713567,,0.9937856,CataclyV*,5,"RS_12, RS_24, RS_32, RS_42, RS_12_1"
ZTF18aawvzcg,0.9372734,,0.9745093,0.93700916,0.9873518,0.97984934,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18aaqphee,0.9849354,,0.9646421,0.93320024,0.9903964,0.97793704,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18abuescl,0.98433775,,0.9584361,0.9871725,0.9744322,0.93467677,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18aaylsmo,0.99387676,,0.91914964,0.9860341,0.99964166,0.99325186,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18abcllsj,0.9377756,0.9206832,0.9076094,0.9082714,,0.9525542,CataclyV*,5,"RS_12, RS_24, RS_32, RS_42, RS_12_1"
ZTF18abeedom,0.9931317,0.96011275,,0.9555319,0.9568998,0.9939422,Unknown,5,"RS_12, RS_24, RS_42, RS_58, RS_12_1"
ZTF18abecnog,,0.90756524,0.98514104,0.9510733,0.9244432,0.95652276,,5,"RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF18abucxou,,0.9812929,0.97594154,0.9920948,0.9995597,0.99232614,,5,"RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF18abtxxag,0.972525,0.9288168,,0.9756174,0.92126703,0.9032742,CataclyV*,5,"RS_12, RS_24, RS_42, RS_58, RS_12_1"
ZTF18abcpols,0.9941527,,0.9706881,0.99388015,0.99922943,0.99709165,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18abujcwj,0.97317016,,0.981173,0.99849534,0.9857428,0.9860815,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18abtpidg,0.9989722,0.98350656,0.97719634,0.9887394,,0.99046093,CataclyV*,5,"RS_12, RS_24, RS_32, RS_42, RS_12_1"
ZTF18abumdjn,0.90667176,,0.94669986,0.93397784,0.94513094,0.9743148,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18abginqw,0.9308943,0.9517806,0.9645769,,0.98741865,0.95987725,CataclyV*,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF18abajsuz,0.9671574,0.9910783,0.98420435,0.9788527,,0.9555184,CataclyV*,5,"RS_12, RS_24, RS_32, RS_42, RS_12_1"
ZTF18ablqdta,0.97877276,0.928859,0.9703462,,0.9763724,0.98804015,CataclyV*,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF18ablsygi,0.9048865,,0.9979802,0.99082303,0.9997477,0.9676078,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18abtjrhr,0.9848075,0.98866946,0.98470587,,0.9800923,0.99333704,CataclyV*,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF18abbvroe,0.9580452,,0.9517354,0.96617156,0.9907781,0.99335104,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18abvfyyr,,0.91061676,0.9956247,0.94262475,0.99518615,0.9886452,,5,"RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF18abeepcd,0.9883957,0.9433814,0.9420144,0.95914465,,0.99189305,Unknown,5,"RS_12, RS_24, RS_32, RS_42, RS_12_1"
ZTF18abncxka,0.95679104,0.91788393,0.93933445,,0.99750996,0.99618787,CataclyV*,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF18abvmlol,0.9500331,0.9750215,0.9328272,,0.9521984,0.9608691,CataclyV*,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF18abxznky,0.98770034,0.97242,0.9417769,,0.94602865,0.97984916,CataclyV*,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF18adkmwel,0.9941527,,0.9706881,0.99388015,0.99922943,0.99709165,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18acakuxo,0.96789426,0.9363504,0.96544117,,0.9110839,0.96405655,CataclyV*,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF20aanpusd,0.970525,0.9070795,0.94128865,,0.98626584,0.9760391,CataclyV*,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF19aamkclz,0.9867371,0.9752201,0.9968592,0.952182,,0.98630154,CataclyV*,5,"RS_12, RS_24, RS_32, RS_42, RS_12_1"
ZTF19aamoeji,0.9867371,0.9752201,0.9968592,0.952182,,0.98630154,CataclyV*,5,"RS_12, RS_24, RS_32, RS_42, RS_12_1"
ZTF19aamucga,0.99756503,0.9590855,0.97586924,0.94617844,0.9847963,,Unknown,5,"RS_12, RS_24, RS_32, RS_42, RS_58"
ZTF19aaneijh,0.9816466,0.9797269,,0.99053735,0.9309219,0.97429377,Unknown,5,"RS_12, RS_24, RS_42, RS_58, RS_12_1"
ZTF19aauynbg,0.9489719,0.9168867,0.9736215,,0.97570133,0.979293,CataclyV*,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF19aaysjcu,0.9086322,,0.9709048,0.9367986,0.98485905,0.9763208,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF19abannla,0.9543313,,0.9514351,0.9823068,0.9789667,0.9558214,Unknown,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF19abupfxq,0.9901245,0.90989816,0.9798625,0.9737684,,0.96649605,CataclyV*,5,"RS_12, RS_24, RS_32, RS_42, RS_12_1"
ZTF19acbopbm,0.9877822,,0.9864868,0.9646622,0.9901524,0.9968443,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF19acbvhfu,,0.92491865,0.9745745,0.98798984,0.99543697,0.93117964,,5,"RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF19adgjekg,0.923168,,0.9823819,0.90741587,0.9938909,0.92281884,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF19adgjzde,0.9733074,0.9819672,,0.91960585,0.95038676,0.96754843,CataclyV*,5,"RS_12, RS_24, RS_42, RS_58, RS_12_1"
ZTF19adhsqoa,0.9908345,0.96477205,0.98997504,0.98718166,,0.9555022,Unknown,5,"RS_12, RS_24, RS_32, RS_42, RS_12_1"
ZTF20aaklbiy,0.9832907,,0.97537315,0.98072386,0.99702245,0.9979948,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF20aaoncsx,0.9277657,,0.96158785,0.927077,0.9585414,0.9806184,Unknown,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF19aailvcw,0.923168,,0.9823819,0.90741587,0.9938909,0.92281884,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF20aazpfdg,0.99318814,,0.96974385,0.9822227,0.97485536,0.98944366,Unknown,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF20achuhyl,0.9809092,0.9064861,0.9379429,,0.9807209,0.9644662,Unknown,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF20adbzubx,0.988741,,0.91549945,0.99018353,0.9386739,0.98096895,Unknown,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF21abihefw,0.978914,,0.99619883,0.91207534,0.9983297,0.91103745,Unknown,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF22aagnmun,0.98900956,,0.9752865,0.9674777,0.9775914,0.9797346,Unknown,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF22aaodplj,0.99253654,,0.96305025,0.968364,0.975261,0.90299815,Unknown,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF22aasbzqj,0.9786205,,0.928795,0.9859388,0.99535865,0.90298736,Unknown,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF22abinukn,0.9861078,,0.9426715,0.98121464,0.99080604,0.9180017,Unknown,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF23aaifxto,0.9449721,0.95751697,,0.98322463,0.99042153,0.9928262,Unknown,5,"RS_12, RS_24, RS_42, RS_58, RS_12_1"
ZTF24abbtdws,0.9808415,,0.958361,0.98310167,0.985783,0.99098164,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF24abxhwsr,,0.95954686,0.9946405,0.96325374,0.99085546,0.98924303,,5,"RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF25aabykmd,,0.90143627,0.90641755,0.93727505,0.9725974,0.90243965,,5,"RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF25aagjobe,0.97352165,,0.94828385,0.9772693,0.9893056,0.99135923,Unknown,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF26aaaelef,0.99238753,,0.98216206,0.9312944,0.9393226,0.9720151,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF19aaljlvm,0.91746056,0.97056556,0.9740974,0.9666732,,0.90923053,Unknown,5,"RS_12, RS_24, RS_32, RS_42, RS_12_1"
ZTF19aahscyl,0.9776162,,0.9011931,0.9758758,0.96253973,0.91267115,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18acamuht,0.9697944,,0.9322025,0.9463407,0.938773,0.9744824,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18adambly,0.9564847,0.95195633,0.99036574,,0.99385923,0.9190051,Unknown,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF18acayemj,0.97063947,0.9298691,,0.90486354,0.97161365,0.96210223,CataclyV*,5,"RS_12, RS_24, RS_42, RS_58, RS_12_1"
ZTF18accluii,0.964602,,0.9969074,0.97328705,0.99700624,0.97234046,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18aceaftn,0.96446157,,0.9627212,0.98084885,0.95988417,0.9918349,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18acnavqf,0.9925653,,0.9910796,0.9746646,0.9887994,0.9939202,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18acponib,0.97863835,0.90740734,0.98147064,,0.9477502,0.9957948,CataclyV*,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF18acsosfz,0.9468132,0.9886956,0.9574864,,0.93028986,0.9066918,CataclyV*,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF18acuegxd,0.9742045,0.932467,0.95330715,0.94754636,,0.9841353,CataclyV*,5,"RS_12, RS_24, RS_32, RS_42, RS_12_1"
ZTF18acurptp,0.90627056,,0.98166794,0.9806656,0.9037664,0.94880134,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18acusatr,0.9436306,,0.9103674,0.90482223,0.9647182,0.90551436,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18acvweuk,0.9344342,,0.9768588,0.933997,0.97456235,0.9928029,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18acvwgep,0.95034,0.927957,,0.9111077,0.9785696,0.9907742,CataclyV*,5,"RS_12, RS_24, RS_42, RS_58, RS_12_1"
ZTF18acwfxej,0.96705383,,0.97807133,0.9106418,0.97161984,0.98912394,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18acwwkwu,0.9960472,0.9780431,0.9601121,0.99321693,,0.9871027,Unknown,5,"RS_12, RS_24, RS_32, RS_42, RS_12_1"
ZTF18aczddtb,0.99735665,0.9963971,0.9979315,0.9951627,,0.9973302,CataclyV*,5,"RS_12, RS_24, RS_32, RS_42, RS_12_1"
ZTF18adbafck,0.9772907,0.9369748,0.9750289,0.98048294,,0.984767,CataclyV*,5,"RS_12, RS_24, RS_32, RS_42, RS_12_1"
ZTF19aaeqsrf,0.9925653,,0.9910796,0.9746646,0.9887994,0.9939202,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18adcbmje,0.9822136,,0.9314765,0.9676563,0.98459446,0.9819666,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18adfbgai,0.99135953,,0.9547416,0.99228853,0.95586586,0.9851339,Unknown,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18adjvoek,0.9429775,0.9627805,,0.9550269,0.9721086,0.9576594,CataclyV*,5,"RS_12, RS_24, RS_42, RS_58, RS_12_1"
ZTF18aaludbw,0.97414094,0.90100694,0.9651361,,0.9858577,0.9783548,CataclyV*,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF18adlmpkc,0.99244577,,0.9413802,0.988289,0.987407,0.97322357,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18admvlto,0.96997595,,0.9449725,0.95342535,0.99772006,0.9957961,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18adnhbef,0.9861931,0.95352155,0.95173734,0.93844116,,0.95582336,CataclyV*,5,"RS_12, RS_24, RS_32, RS_42, RS_12_1"
ZTF18adqqrsm,0.94204515,,0.9733338,0.9268098,0.9820456,0.9464613,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF19aaahqmv,0.99112576,,0.9953224,0.99077773,0.998285,0.9976332,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF19aaaoiql,0.99169207,0.9872454,0.9925922,0.993117,0.9987923,,CataclyV*,5,"RS_12, RS_24, RS_32, RS_42, RS_58"
ZTF19aaapgpe,0.979153,0.95890033,0.9927367,,0.9981652,0.9950694,CataclyV*,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF19aaappih,0.9500884,0.9671572,0.94214,0.912725,,0.9730963,CataclyV*,5,"RS_12, RS_24, RS_32, RS_42, RS_12_1"
ZTF19aabgfjp,0.9849423,,0.9821463,0.96565217,0.9936888,0.98686266,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF19aacqebr,0.94218725,0.9862446,,0.9040711,0.9866149,0.95242155,Unknown,5,"RS_12, RS_24, RS_42, RS_58, RS_12_1"
ZTF18aalurkz,0.9869779,,0.96434647,0.982358,0.924054,0.9740984,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF26aaajqnu,0.993379,0.99265784,0.9947732,,0.9769776,0.998998,CataclyV*,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF17aabcvez,0.99671626,0.98769706,,0.9579039,0.99145776,0.99473673,CataclyV*,5,"RS_12, RS_24, RS_42, RS_58, RS_12_1"
ZTF17aacdeds,,0.97204596,0.98436534,0.9923584,0.9945962,0.9919797,,5,"RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aaaiwfl,0.9900349,,0.9685125,0.9896303,0.9855237,0.9958269,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aabyrpg,0.920355,0.9922355,0.9309565,,0.97581,0.9660442,CataclyV*,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF18aabfadv,0.98493594,,0.9699017,0.95141685,0.9836559,0.9819257,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18aaawnsj,0.99579465,0.9772321,,0.9971877,0.99338186,0.9976534,CataclyV*,5,"RS_12, RS_24, RS_42, RS_58, RS_12_1"
ZTF17aacrftb,0.979658,,0.93564904,0.9875731,0.90079904,0.96886843,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aaafglk,,0.91162074,0.98173976,0.9649627,0.9748839,0.9949922,,5,"RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aaagccm,0.962464,0.98367023,0.9745079,,0.95519406,0.99037397,CataclyV*,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF17aaawcro,0.9052324,,0.9662487,0.9558814,0.99825305,0.9714472,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aacmfpm,0.9523278,0.9289332,0.9901883,,0.98743165,0.991537,CataclyV*,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF17aabtdus,0.9944435,,0.9950401,0.9763238,0.98063284,0.9669447,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aaajcdl,,0.9862903,0.97580564,0.9839028,0.9939526,0.99603504,,5,"RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aabxhpg,0.99238753,,0.98216206,0.9312944,0.9393226,0.9720151,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aabrzzd,0.9798028,0.97722274,0.9832497,,0.94424987,0.9764698,CataclyV*,5,"RS_12, RS_24, RS_32, RS_58, RS_12_1"
ZTF18aaglptg,,0.9793727,0.9978728,0.90787804,0.999302,0.9895062,,5,"RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF18aadfuxg,0.98507845,,0.99832016,0.98178905,0.999276,0.9574726,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aabszcj,0.9885747,,0.9726284,0.9789378,0.9961617,0.99548954,Unknown,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18aabfoia,0.9756386,0.9609808,0.9625116,0.94569105,,0.95684755,CataclyV*,5,"RS_12, RS_24, RS_32, RS_42, RS_12_1"
ZTF18aaeuivv,0.96782255,,0.9879601,0.94441146,0.99436694,0.9726375,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aacgpcx,,0.97204596,0.98436534,0.9923584,0.9945962,0.9919797,,5,"RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF18aabfvtl,0.9912191,0.9234995,,0.9982033,0.99544805,0.99457294,CataclyV*,5,"RS_12, RS_24, RS_42, RS_58, RS_12_1"
ZTF17aaajocf,0.9834768,0.98429525,0.99906284,0.93502027,,0.9720899,CataclyV*,5,"RS_12, RS_24, RS_32, RS_42, RS_12_1"
ZTF18aaacfor,0.9979079,0.9828918,0.9938969,0.9014628,,0.9896473,CataclyV*,5,"RS_12, RS_24, RS_32, RS_42, RS_12_1"
ZTF18aabpwzq,,0.9947115,0.9419102,0.9679318,0.9944078,0.99142635,,5,"RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aaajmwn,0.9942227,,0.9000933,0.96395355,0.9464593,0.9583489,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aabhebx,,0.9309059,0.9942631,0.9892818,0.9902464,0.9910547,,5,"RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF18aabeyfi,0.9628724,,0.9406648,0.9361336,0.99882334,0.9917406,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18aahbzdk,0.9840852,,0.99637777,0.99435437,0.9996828,0.98017955,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18aalldmu,0.97251916,,0.9742768,0.99187416,0.99720263,0.99591905,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aabdpti,,0.9597789,0.97346085,0.9724655,0.9298011,0.99296254,,5,"RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aaajfhh,0.979552,,0.9975314,0.9859244,0.9990176,0.98071927,CataclyV*,5,"RS_12, RS_32, RS_42, RS_58, RS_12_1"
ZTF18aabpoqs,,0.9077184,0.97681457,0.98827666,0.99602985,0.98976,,5,"RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aabxrbe,,0.9912102,0.99675316,0.9968119,0.999527,0.9977617,,5,"RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF17aadhktq,0.9674422,0.975571,0.9901328,0.9752584,0.98725045,,CataclyV*,5,"RS_12, RS_24, RS_32, RS_42, RS_58"
ZTF18aabjfsq,,0.9041046,0.9528142,0.9944659,0.98395616,0.977382,,5,"RS_24, RS_32, RS_42, RS_58, RS_12_1"
ZTF18aabfhnk,0.9209797,,,0.9559126,0.9694756,0.95284617,CataclyV*,4,"RS_12, RS_42, RS_58, RS_12_1"
ZTF18aahpbwz,,,0.9937674,0.95774776,0.9968304,0.98413473,,4,"RS_32, RS_42, RS_58, RS_12_1"
ZTF18acrwtsm,0.98919606,,0.9807453,,0.98991245,0.987882,CataclyV*,4,"RS_12, RS_32, RS_58, RS_12_1"
